hoʔ	big
mu	mouth
tsow	dig
le	arrow
kɐn	twenty/score
tʰu	see/know
ʔa	calf
nuk	breast
suŋ	mortar
juŋ	root
nuk	laugh
kaʔ	shoot
kʰe	chin
ram	otter
re	arrive
we	tooth
se	animal
we	bamboo
no	2sg
suʔ	emerge
kʰe	bitter
vue	leftside
tʰo	new
le	moon
we	bird
ham	yawn
pej	fly (v.)
suʔ	emerge
sam	chase
sɐp	blink
kə	blow
tse	hear
nuk	smile; laugh
huk	elephant
sik	bleed (v.)
kɐm	year
tuk	short (length)
kʰe	chin
tse	lower lip
sɐŋ	road/path
ku	bark
maʔ	brother-in-law
ji	rightside
roʔ	weave
kʰuʔ	smoke
ve	be pregnant
huk	elephant
vɐŋ	flower
ram	village
hej	expect
se	flesh; meat
kʰɐm	back
vow	shout
nɐŋ	sister-in-law
kʰu	neck
ruk	water
tsa	like/desire/want
lik	armpit
suŋ	mortar
nam	basket strap
moʔ	banana
we	bamboo
tik	be numb/ be paralyzed
tse	be sick/be ill/hurt
sɐŋ	joint
tuk	short (height)
huʔ	pig
pu	fart
sik	one
tsoʔ	black
tʰe	dry
luk	daughter
nik	seven
suʔ	exit
kʰu	insect/bug/vermin
tsik	tight
kʰu	insect
vejʔ	angry (hear is bursting)
soʔ	difficult/cold
suʔ	produce/emerge
lam	placenta/afterbirth
so	penis
rɐŋ	guts; intestine; viscera
mɐŋ	name
rɐŋ	guts; intestine; viscera
wuʔ	belly; abdomen
nik	seven
kaʔ	kick
kʰe	bitter
roʔ	weave
rɐm	add together
pʰu	foot
leʔ	break
mejʔ	extinguish/put out fire
huʔ	pig
wuʔ	belly
rɐŋ	snake
pʰu	foot; leg
ruk	water
ruk	egg
le	moon
ʔa	back
tʰow	drive
tʰɐm	three
we	bird (general)
jep	sleep/ be asleep
kʰej	fish
kɐŋ	horse
ʃe	thorn (prick)
mo	dream
vejʔ	soft (to touch)
jep	sleep/ be asleep
suŋ	mortar
sa	old
we	bamboo
ruʔ	six
kʰuʔ	smoke
tsaʔ	weep
kʰe	bitter
vɐŋ	flower
nu	wrinkle
tsuk	dove
se	lend
lej	leech (land)
se	animal
tsuk	touch
huk	elephant
tsik	fear
kik	four
kʰə	burn/be on fire (v.i.)
se	hundred
rejʔ	heavy
rik	medicine/juice
suʔ	exit
ke	climb/ascend
vue	left (side)
ruk	chop
nuk	breast
tik	carcass
kʰu	crooked
jep	sleep/lie down
re	be born
ruk	bone
suk	tie
tsuk	touch
juʔ	rat
me	give
luŋ	heart
ju	1pl
lej	leech
vuk	carry (on shoulders)
pʰi	branch/bough
pʰuŋ	mountain
kʰuʔ	knee
saʔ	able
lɐm	warm
ruk	water
ruk	water
ku	nine
le	navel
ruk	egg
nik	two
hu	wither
li	steal
kʰu	insect
tsik	horn; antler
hɐŋ	skin
ʃe	thorn
pʰu	leg
re	arrive
kow	grasshopper
re	sharpen
hɐŋ	skin
pej	shallow
kej	break
se	thick
ruk	egg (of animal)
le	star
lu	buffalo
re	come
tsik	horn; antler
kɐŋ	horse
vɐm	round
ri	iron
lu	to vomit
wuʔ	burst
sik	one
naʔ	stick (v.)
kaʔ	shoot
le	forget
kʰej	crab
huʔ	pig
va	mushroom
muʔ	cattle/cow
tsow	deer (generic)
mu	tail
row	roast
mej	face
re	ten
tuʔ	deep
haw	start
rɐŋ	alive; be living
pʰe	seek/search
mi	scar
nuk	laugh
vu	crawl
tsik	salt
kʰuʔ	knee
huʔ	pig
roʔ	weave
muʔ	cattle/cow
kʰɐp	sew
lu	exist
ri	small intestine
nuk	smile; laugh
kɐn	twenty
vi	light (weight)
suʔ	produce/emerge
ku	bark (of tree)
ni	leaf
tʰe	dry
vue	left (side)
ni	nose
re	hunt
tsoʔ	black
sik	blood
nik	mother-in-law
kʰə	burn
joʔ	ashamed
nuk	breast
lam	placenta/afterbirth
vue	left hand
lu	squirrel
kʰe	jawbone
ruk	egg
naʔ	snot; mucous
kʰɐm	door
row	crab
nik	mother-in-law
tsik	fear
ruk	grandchild (nephew)
huk	dog (Canis familiaris)
roʔ	weaver
kik	four
hɐm	bear
mu	more than (comparative degree)
luŋ	heart
kaʔ	kick
a	armpit
sik	blood
re	finger
kow	grasshopper
le	sing
luʔ	brain
sik	eleven
sam	hair of head
kʰe	chin
tsow	hot
lu	roll
nuk	breast
pʰej	blow
vɐm	uterus/womb
now	fry
sejʔ	rub
hɐŋ	skin
kʰu	crooked
nuk	laugh
nem	low
nam	smell
kʰu	knife
ruk	egg
kej	kidney
lu	squirrel
su	decay
kɐp	finish
roʔ	weave
nik	seven
tʰu	see; look
woʔ	copulate (v.)/have intercourse
suŋ	correct
sam	hair (general)
kʰej	crab
ke	open the mouth
suʔ	exit
pej	fly (v.)
ku	nine
ho	chicken/fowl (general term)
sik	comb
mɐŋ	ripe/well-cooked
roʔ	louse
rik	medicine
kʰe	cough
tsejʔ	walk
nik	two
kʰej	scoop out/dish out
ju	monkey
huk	dog
roʔ	louse
tsɐm	sit
lɐŋ	marrow
pʰe	seek/search
ju	sell
tsuk	dove/pigeon (general term)
wu	to swell/ be swollen
tsik	salt
kow	grasshopper
rɐŋ	large intestine
pu	cooked rice
tse	be sick/be ill/hurt
luʔ	brain
raʔ	rib
vuk	maternal grandfather
vej	hand; arm
kʰu	crooked
nej	near
suk	tie
tʰoʔ	chest
kʰej	fish (general)
su	tempt
tʰow	awaken
now	child
huk	dog
nuk	laugh
sik	blood
ruʔ	six
low	field
ruk	grandchild
kow	head
nik	two
pej	fly
tsoʔ	black
pu	rice (cooked)
nɐŋ	mind/locus of thought
re	son-in-law
ʔa	back
tʰu	sour
luŋ	heart
re	arrive
su	open
suʔ	emerge
tse	ant
kɐŋ	horse
tʰow	awaken
ʃe	body
ni	ear
kow	grasshopper
tʰe	dry
rɐŋ	snake
tsɐr	spit
ʔa	calf (of leg)
rejʔ	heavy
tsu	spit (v.)
kʰow	dirty
kʰe	bitter
kʰɐ	deaf
vuk	maternal grandfather
kɐn	twenty
je	respect
ŋun	corpse
pʰik	clothes
nik	mother-in-law
kʰej	scoop out/dish out
lik	blow (mouth)
tʰejʔ	kill
tsɐm	suck (v.) (as a leech)
pʰu	foot; leg
juʔ	rat
vɐm	uterus/womb
kʰej	pound/crush
ju	monkey
lik	blow
tʰɐm	three
keʔ	green
luŋ	stone
sɐŋ	clothes
ruk	chop
mu	fire
tsuk	dove
suk	tie
se	do
roʔ	louse
rɐŋ	alive
ruk	egg
nu	fight; play (with the hands)
ke	crotch; fork of legs
tsu	spear
ce	necklace
vuk	grandfather/father-in-law
tso	thirsty
ruk	grandchild
suk	wash
kaʔ	shoot (v.)
kʰe	chin
ruk	bone
tsam	saliva
lu	buy
tse	ant
tʰu	full (stomach)
se	animal
tse	eat
kʰoʔ	breath
pʰe	seek/search
